Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI
2014,Annual,Infectious Disease,Louisiana,48,,0.88,,
2014,Annual,Infectious Disease,Maine,17,,-0.28,,
2014,Annual,Infectious Disease,Maryland,23,,-0.16,,
2014,Annual,Infectious Disease,Massachusetts,10,,-0.42,,
2014,Annual,Infectious Disease,Michigan,15,,-0.3,,
2014,Annual,Infectious Disease,Minnesota,38,,0.22,,
2014,Annual,Infectious Disease,Mississippi,50,,1.17,,
2014,Annual,Infectious Disease,Missouri,30,,0.02,,
2014,Annual,Infectious Disease,Montana,32,,0.03,,
2014,Annual,Infectious Disease,Nebraska,19,,-0.22,,
2014,Annual,Infectious Disease,Nevada,4,,-0.69,,
2014,Annual,Infectious Disease,New Hampshire,3,,-0.8,,
2014,Annual,Infectious Disease,New Jersey,5,,-0.59,,
2014,Annual,Infectious Disease,New Mexico,44,,0.65,,
2014,Annual,Infectious Disease,New York,31,,0.02,,
2014,Annual,Infectious Disease,North Carolina,39,,0.3,,
2014,Annual,Infectious Disease,North Dakota,22,,-0.19,,
2014,Annual,Infectious Disease,Ohio,13,,-0.33,,
2014,Annual,Infectious Disease,Oklahoma,25,,-0.07,,
2014,Annual,Infectious Disease,Oregon,7,,-0.49,,
2014,Annual,Infectious Disease,Pennsylvania,18,,-0.23,,
2014,Annual,Infectious Disease,Rhode Island,9,,-0.47,,
2014,Annual,Infectious Disease,South Carolina,47,,0.77,,
2014,Annual,Infectious Disease,South Dakota,33,,0.1,,
2014,Annual,Infectious Disease,Tennessee,29,,0.01,,
2014,Annual,Infectious Disease,Texas,34,,0.11,,
2014,Annual,Infectious Disease,Utah,12,,-0.35,,
2014,Annual,Infectious Disease,Vermont,28,,0.01,,
2014,Annual,Infectious Disease,Virginia,16,,-0.29,,
2014,Annual,Infectious Disease,Washington,37,,0.19,,
2014,Annual,Infectious Disease,West Virginia,1,,-0.93,,
2014,Annual,Infectious Disease,Wisconsin,43,,0.48,,
2014,Annual,Infectious Disease,Wyoming,8,,-0.47,,
2014,Annual,Infectious Disease,United States,,,,,
2014,Annual,Infectious Disease,District of Columbia,,,,,
2014,Annual,Insufficient Sleep,Alabama,37,37.5,0.62,39.3,35.7
2014,Annual,Insufficient Sleep,Alaska,26,35.3,0,37.3,33.2
2014,Annual,Insufficient Sleep,Arizona,23,34.6,-0.2,37.3,32
2014,Annual,Insufficient Sleep,Arkansas,29,36.1,0.23,38,34.1
2014,Annual,Insufficient Sleep,California,21,33.7,-0.45,34.9,32.5
2014,Annual,Insufficient Sleep,Colorado,2,29,-1.78,30.1,28
2014,Annual,Insufficient Sleep,Connecticut,25,34.9,-0.11,36.4,33.3
2014,Annual,Insufficient Sleep,Delaware,32,36.5,0.34,38.4,34.7
2014,Annual,Insufficient Sleep,Florida,33,36.8,0.42,38,35.6
2014,Annual,Insufficient Sleep,Georgia,42,38.3,0.85,39.8,36.8
2014,Annual,Insufficient Sleep,Hawaii,50,41.5,1.75,43.1,39.9
2014,Annual,Insufficient Sleep,Idaho,10,31.5,-1.07,33.3,29.7
2014,Annual,Insufficient Sleep,Illinois,22,33.9,-0.39,35.7,32.1
2014,Annual,Insufficient Sleep,Indiana,31,36.2,0.25,37.4,34.9
2014,Annual,Insufficient Sleep,Iowa,6,30.9,-1.24,32.3,29.5
2014,Annual,Insufficient Sleep,Kansas,3,29.2,-1.72,30,28.5
2014,Annual,Insufficient Sleep,Kentucky,49,41.2,1.66,42.6,39.7
2014,Annual,Insufficient Sleep,Louisiana,34,37,0.48,39.2,34.8
2014,Annual,Insufficient Sleep,Maine,15,32.4,-0.82,33.8,31
2014,Annual,Insufficient Sleep,Maryland,44,38.8,0.99,40.2,37.5
2014,Annual,Insufficient Sleep,Massachusetts,24,34.7,-0.17,35.9,33.5
2014,Annual,Insufficient Sleep,Michigan,41,38,0.76,39.2,36.8
2014,Annual,Insufficient Sleep,Minnesota,11,31.7,-1.01,33.2,30.3
2014,Annual,Insufficient Sleep,Mississippi,29,36.1,0.23,37.8,34.5
2014,Annual,Insufficient Sleep,Missouri,18,32.8,-0.7,34.6,31.1
2014,Annual,Insufficient Sleep,Montana,6,30.9,-1.24,32.2,29.6
2014,Annual,Insufficient Sleep,Nebraska,13,31.8,-0.99,33,30.6
2014,Annual,Insufficient Sleep,Nevada,27,35.4,0.03,37.9,32.9
2014,Annual,Insufficient Sleep,New Hampshire,14,32.3,-0.85,33.8,30.7
2014,Annual,Insufficient Sleep,New Jersey,45,39.3,1.13,40.6,38.1
2014,Annual,Insufficient Sleep,New Mexico,15,32.4,-0.82,33.8,31
2014,Annual,Insufficient Sleep,New York,48,40.1,1.35,41.4,38.7
2014,Annual,Insufficient Sleep,North Carolina,28,35.6,0.08,36.9,34.2
2014,Annual,Insufficient Sleep,North Dakota,5,29.5,-1.63,31,28
2014,Annual,Insufficient Sleep,Ohio,46,39.7,1.24,41,38.3
2014,Annual,Insufficient Sleep,Oklahoma,35,37.3,0.56,38.7,35.8
2014,Annual,Insufficient Sleep,Oregon,6,30.9,-1.24,32.6,29.3
2014,Annual,Insufficient Sleep,Pennsylvania,36,37.4,0.59,38.7,36.2
2014,Annual,Insufficient Sleep,Rhode Island,40,37.9,0.73,39.6,36.2
2014,Annual,Insufficient Sleep,South Carolina,37,37.5,0.62,38.8,36.1
2014,Annual,Insufficient Sleep,South Dakota,1,27.1,-2,28.9,25.3
2014,Annual,Insufficient Sleep,Tennessee,42,38.3,0.85,40.1,36.4
2014,Annual,Insufficient Sleep,Texas,17,32.7,-0.73,34.1,31.3
2014,Annual,Insufficient Sleep,Utah,19,32.9,-0.68,34,31.8
2014,Annual,Insufficient Sleep,Vermont,9,31,-1.21,32.5,29.5
2014,Annual,Insufficient Sleep,Virginia,37,37.5,0.62,38.9,36.1
2014,Annual,Insufficient Sleep,Washington,19,32.9,-0.68,34.1,31.7
2014,Annual,Insufficient Sleep,West Virginia,47,40,1.32,41.5,38.4
2014,Annual,Insufficient Sleep,Wisconsin,11,31.7,-1.01,33.5,29.9
2014,Annual,Insufficient Sleep,Wyoming,3,29.2,-1.72,30.8,27.5
2014,Annual,Insufficient Sleep,United States,,35.3,,35.9,35.3
2014,Annual,Insufficient Sleep,District of Columbia,,35.8,,38.1,33.6
2014,Annual,Lack of Health Insurance,Alabama,25,13.4,-0.3,,
2014,Annual,Lack of Health Insurance,Alaska,47,19.5,1.23,,
2014,Annual,Lack of Health Insurance,Arizona,42,17.3,0.68,,
2014,Annual,Lack of Health Insurance,Arkansas,36,16.2,0.4,,
2014,Annual,Lack of Health Insurance,California,43,17.5,0.73,,
2014,Annual,Lack of Health Insurance,Colorado,32,14.4,-0.05,,
2014,Annual,Lack of Health Insurance,Connecticut,8,9.3,-1.33,,
2014,Annual,Lack of Health Insurance,Delaware,6,9.0,-1.41,,
2014,Annual,Lack of Health Insurance,Florida,48,20.0,1.36,,
2014,Annual,Lack of Health Insurance,Georgia,46,18.6,1.01,,
2014,Annual,Lack of Health Insurance,Hawaii,2,6.8,-1.96,,
2014,Annual,Lack of Health Insurance,Idaho,36,16.2,0.4,,
2014,Annual,Lack of Health Insurance,Illinois,22,12.8,-0.45,,
2014,Annual,Lack of Health Insurance,Indiana,28,14.1,-0.13,,
2014,Annual,Lack of Health Insurance,Iowa,5,8.3,-1.58,,
2014,Annual,Lack of Health Insurance,Kansas,20,12.4,-0.55,,
2014,Annual,Lack of Health Insurance,Kentucky,28,14.1,-0.13,,
2014,Annual,Lack of Health Insurance,Louisiana,39,16.7,0.53,,
2014,Annual,Lack of Health Insurance,Maine,12,10.7,-0.98,,
2014,Annual,Lack of Health Insurance,Maryland,10,10.2,-1.11,,
2014,Annual,Lack of Health Insurance,Massachusetts,1,3.8,-2,,
2014,Annual,Lack of Health Insurance,Michigan,15,11.2,-0.85,,
2014,Annual,Lack of Health Insurance,Minnesota,4,8.1,-1.63,,
2014,Annual,Lack of Health Insurance,Mississippi,40,17.1,0.63,,
2014,Annual,Lack of Health Insurance,Missouri,24,13.3,-0.33,,
2014,Annual,Lack of Health Insurance,Montana,41,17.2,0.65,,
2014,Annual,Lack of Health Insurance,Nebraska,16,11.3,-0.83,,
2014,Annual,Lack of Health Insurance,Nevada,49,21.4,1.71,,
2014,Annual,Lack of Health Insurance,New Hampshire,12,10.7,-0.98,,
2014,Annual,Lack of Health Insurance,New Jersey,23,13.0,-0.4,,
2014,Annual,Lack of Health Insurance,New Mexico,45,18.5,0.98,,
2014,Annual,Lack of Health Insurance,New York,14,10.8,-0.96,,
2014,Annual,Lack of Health Insurance,North Carolina,35,16.1,0.38,,
2014,Annual,Lack of Health Insurance,North Dakota,10,10.2,-1.11,,
2014,Annual,Lack of Health Insurance,Ohio,16,11.3,-0.83,,
2014,Annual,Lack of Health Insurance,Oklahoma,44,18.0,0.85,,
2014,Annual,Lack of Health Insurance,Oregon,34,14.8,0.05,,
2014,Annual,Lack of Health Insurance,Pennsylvania,9,9.7,-1.23,,
2014,Annual,Lack of Health Insurance,Rhode Island,16,11.3,-0.83,,
2014,Annual,Lack of Health Insurance,South Carolina,38,16.3,0.43,,
2014,Annual,Lack of Health Insurance,South Dakota,19,11.4,-0.8,,
2014,Annual,Lack of Health Insurance,Tennessee,26,13.9,-0.18,,
2014,Annual,Lack of Health Insurance,Texas,50,22.3,1.94,,
2014,Annual,Lack of Health Insurance,Utah,30,14.2,-0.1,,
2014,Annual,Lack of Health Insurance,Vermont,2,6.8,-1.96,,
2014,Annual,Lack of Health Insurance,Virginia,20,12.4,-0.55,,
2014,Annual,Lack of Health Insurance,Washington,26,13.9,-0.18,,
2014,Annual,Lack of Health Insurance,West Virginia,30,14.2,-0.1,,
2014,Annual,Lack of Health Insurance,Wisconsin,6,9.0,-1.41,,
2014,Annual,Lack of Health Insurance,Wyoming,32,14.4,-0.05,,
2014,Annual,Lack of Health Insurance,United States,,14.6,,,
2014,Annual,Lack of Health Insurance,District of Columbia,,6.3,,,
2014,Annual,Low Birthweight,Alabama,48,10,1.61,,
2014,Annual,Low Birthweight,Alaska,1,5.7,-1.851,,
2014,Annual,Low Birthweight,Arizona,14,6.9,-0.885,,
2014,Annual,Low Birthweight,Arkansas,38,8.7,0.563,,
2014,Annual,Low Birthweight,California,10,6.7,-1.046,,
2014,Annual,Low Birthweight,Colorado,40,8.8,0.644,,
2014,Annual,Low Birthweight,Connecticut,21,7.9,-0.08,,
2014,Annual,Low Birthweight,Delaware,32,8.3,0.241,,
2014,Annual,Low Birthweight,Florida,36,8.6,0.483,,
2014,Annual,Low Birthweight,Georgia,46,9.3,1.046,,
2014,Annual,Low Birthweight,Hawaii,27,8.1,0.08,,
2014,Annual,Low Birthweight,Idaho,7,6.4,-1.288,,
2014,Annual,Low Birthweight,Illinois,27,8.1,0.08,,
2014,Annual,Low Birthweight,Indiana,21,7.9,-0.08,,
2014,Annual,Low Birthweight,Iowa,10,6.7,-1.046,,
2014,Annual,Low Birthweight,Kansas,15,7.1,-0.724,,
2014,Annual,Low Birthweight,Kentucky,38,8.7,0.563,,
2014,Annual,Low Birthweight,Louisiana,49,10.8,2,,
2014,Annual,Low Birthweight,Maine,8,6.6,-1.127,,
2014,Annual,Low Birthweight,Maryland,40,8.8,0.644,,
2014,Annual,Low Birthweight,Massachusetts,19,7.6,-0.322,,
2014,Annual,Low Birthweight,Michigan,34,8.4,0.322,,
2014,Annual,Low Birthweight,Minnesota,8,6.6,-1.127,,
2014,Annual,Low Birthweight,Mississippi,50,11.6,2,,
2014,Annual,Low Birthweight,Missouri,20,7.7,-0.241,,
2014,Annual,Low Birthweight,Montana,18,7.4,-0.483,,
2014,Annual,Low Birthweight,Nebraska,10,6.7,-1.046,,
2014,Annual,Low Birthweight,Nevada,24,8,0,,
2014,Annual,Low Birthweight,New Hampshire,17,7.3,-0.563,,
2014,Annual,Low Birthweight,New Jersey,31,8.2,0.161,,
2014,Annual,Low Birthweight,New Mexico,40,8.8,0.644,,
2014,Annual,Low Birthweight,New York,21,7.9,-0.08,,
2014,Annual,Low Birthweight,North Carolina,40,8.8,0.644,,
2014,Annual,Low Birthweight,North Dakota,4,6.2,-1.449,,
2014,Annual,Low Birthweight,Ohio,36,8.6,0.483,,
2014,Annual,Low Birthweight,Oklahoma,24,8,0,,
2014,Annual,Low Birthweight,Oregon,2,6.1,-1.529,,
2014,Annual,Low Birthweight,Pennsylvania,27,8.1,0.08,,
2014,Annual,Low Birthweight,Rhode Island,24,8,0,,
2014,Annual,Low Birthweight,South Carolina,47,9.6,1.288,,
2014,Annual,Low Birthweight,South Dakota,4,6.2,-1.449,,
2014,Annual,Low Birthweight,Tennessee,44,9.2,0.966,,
2014,Annual,Low Birthweight,Texas,32,8.3,0.241,,
2014,Annual,Low Birthweight,Utah,13,6.8,-0.966,,
2014,Annual,Low Birthweight,Vermont,4,6.2,-1.449,,
2014,Annual,Low Birthweight,Virginia,27,8.1,0.08,,
2014,Annual,Low Birthweight,Washington,2,6.1,-1.529,,
2014,Annual,Low Birthweight,West Virginia,44,9.2,0.966,,
2014,Annual,Low Birthweight,Wisconsin,15,7.1,-0.724,,
2014,Annual,Low Birthweight,Wyoming,35,8.5,0.402,,
2014,Annual,Low Birthweight,United States,,8,,,
2014,Annual,Low Birthweight,District of Columbia,,9.6,,,
2014,Annual,Median Household Income,Alabama,,41381,,,
2014,Annual,Median Household Income,Alaska,,61137,,,
2014,Annual,Median Household Income,Arizona,,50602,,,
2014,Annual,Median Household Income,Arkansas,,39919,,,
2014,Annual,Median Household Income,California,,57528,,,
2014,Annual,Median Household Income,Colorado,,63371,,,
2014,Annual,Median Household Income,Connecticut,,67781,,,
2014,Annual,Median Household Income,Delaware,,52219,,,
2014,Annual,Median Household Income,Florida,,47886,,,
2014,Annual,Median Household Income,Georgia,,47439,,,
2014,Annual,Median Household Income,Hawaii,,61408,,,
2014,Annual,Median Household Income,Idaho,,51767,,,
2014,Annual,Median Household Income,Illinois,,57196,,,
2014,Annual,Median Household Income,Indiana,,50553,,,
2014,Annual,Median Household Income,Iowa,,54855,,,
2014,Annual,Median Household Income,Kansas,,51485,,,
2014,Annual,Median Household Income,Kentucky,,42158,,,
2014,Annual,Median Household Income,Louisiana,,39622,,,
2014,Annual,Median Household Income,Maine,,50121,,,
2014,Annual,Median Household Income,Maryland,,65262,,,
2014,Annual,Median Household Income,Massachusetts,,62963,,,
2014,Annual,Median Household Income,Michigan,,48801,,,
2014,Annual,Median Household Income,Minnesota,,60907,,,
2014,Annual,Median Household Income,Mississippi,,40850,,,
2014,Annual,Median Household Income,Missouri,,50311,,,
2014,Annual,Median Household Income,Montana,,44132,,,
2014,Annual,Median Household Income,Nebraska,,53774,,,
2014,Annual,Median Household Income,Nevada,,45369,,,
2014,Annual,Median Household Income,New Hampshire,,71322,,,
2014,Annual,Median Household Income,New Jersey,,61782,,,
2014,Annual,Median Household Income,New Mexico,,42127,,,
2014,Annual,Median Household Income,New York,,53843,,,
2014,Annual,Median Household Income,North Carolina,,41208,,,
2014,Annual,Median Household Income,North Dakota,,52888,,,
2014,Annual,Median Household Income,Ohio,,46398,,,
2014,Annual,Median Household Income,Oklahoma,,43777,,,
2014,Annual,Median Household Income,Oregon,,56307,,,
2014,Annual,Median Household Income,Pennsylvania,,53952,,,
2014,Annual,Median Household Income,Rhode Island,,57812,,,
2014,Annual,Median Household Income,South Carolina,,43749,,,
2014,Annual,Median Household Income,South Dakota,,54453,,,
2014,Annual,Median Household Income,Tennessee,,42499,,,
2014,Annual,Median Household Income,Texas,,53027,,,
2014,Annual,Median Household Income,Utah,,62967,,,
2014,Annual,Median Household Income,Vermont,,54842,,,
2014,Annual,Median Household Income,Virginia,,67620,,,
2014,Annual,Median Household Income,Washington,,60106,,,
2014,Annual,Median Household Income,West Virginia,,40241,,,
2014,Annual,Median Household Income,Wisconsin,,55258,,,
2014,Annual,Median Household Income,Wyoming,,55700,,,
2014,Annual,Median Household Income,United States,,51939,,,
2014,Annual,Median Household Income,District of Columbia,,60675,,,
2014,Annual,Median Household Income,Alabama,45,41381,-1.27,,
2014,Annual,Median Household Income,Alaska,10,61137,1.11,,
2014,Annual,Median Household Income,Arizona,30,50602,-0.16,,
2014,Annual,Median Household Income,Arkansas,49,39919,-1.45,,
2014,Annual,Median Household Income,California,14,57528,0.67,,
2014,Annual,Median Household Income,Colorado,5,63371,1.38,,
2014,Annual,Median Household Income,Connecticut,2,67781,1.91,,
2014,Annual,Median Household Income,Delaware,27,52219,0.03,,
2014,Annual,Median Household Income,Florida,35,47886,-0.49,,
2014,Annual,Median Household Income,Georgia,36,47439,-0.54,,
2014,Annual,Median Household Income,Hawaii,9,61408,1.14,,
2014,Annual,Median Household Income,Idaho,28,51767,-0.02,,
2014,Annual,Median Household Income,Illinois,15,57196,0.63,,
2014,Annual,Median Household Income,Indiana,31,50553,-0.17,,
2014,Annual,Median Household Income,Iowa,19,54855,0.35,,
2014,Annual,Median Household Income,Kansas,29,51485,-0.05,,
2014,Annual,Median Household Income,Kentucky,43,42158,-1.18,,
2014,Annual,Median Household Income,Louisiana,50,39622,-1.48,,
2014,Annual,Median Household Income,Maine,33,50121,-0.22,,
2014,Annual,Median Household Income,Maryland,4,65262,1.6,,
2014,Annual,Median Household Income,Massachusetts,7,62963,1.33,,
2014,Annual,Median Household Income,Michigan,34,48801,-0.38,,
2014,Annual,Median Household Income,Minnesota,11,60907,1.08,,
2014,Annual,Median Household Income,Mississippi,47,40850,-1.34,,
2014,Annual,Median Household Income,Missouri,32,50311,-0.2,,
2014,Annual,Median Household Income,Montana,39,44132,-0.94,,
2014,Annual,Median Household Income,Nebraska,24,53774,0.22,,
2014,Annual,Median Household Income,Nevada,38,45369,-0.79,,
2014,Annual,Median Household Income,New Hampshire,1,71322,2,,
2014,Annual,Median Household Income,New Jersey,8,61782,1.19,,
2014,Annual,Median Household Income,New Mexico,44,42127,-1.18,,
2014,Annual,Median Household Income,New York,23,53843,0.23,,
2014,Annual,Median Household Income,North Carolina,46,41208,-1.29,,
2014,Annual,Median Household Income,North Dakota,26,52888,0.11,,
2014,Annual,Median Household Income,Ohio,37,46398,-0.67,,
2014,Annual,Median Household Income,Oklahoma,40,43777,-0.98,,
2014,Annual,Median Household Income,Oregon,16,56307,0.53,,
2014,Annual,Median Household Income,Pennsylvania,22,53952,0.24,,
2014,Annual,Median Household Income,Rhode Island,13,57812,0.71,,
2014,Annual,Median Household Income,South Carolina,41,43749,-0.99,,
2014,Annual,Median Household Income,South Dakota,21,54453,0.3,,
2014,Annual,Median Household Income,Tennessee,42,42499,-1.14,,
2014,Annual,Median Household Income,Texas,25,53027,0.13,,
2014,Annual,Median Household Income,Utah,6,62967,1.33,,
2014,Annual,Median Household Income,Vermont,20,54842,0.35,,
2014,Annual,Median Household Income,Virginia,3,67620,1.89,,
2014,Annual,Median Household Income,Washington,12,60106,0.98,,
2014,Annual,Median Household Income,West Virginia,48,40241,-1.41,,
2014,Annual,Median Household Income,Wisconsin,18,55258,0.4,,
2014,Annual,Median Household Income,Wyoming,17,55700,0.45,,
2014,Annual,Median Household Income,United States,,51939,,,
2014,Annual,Median Household Income,District of Columbia,,60675,,,
2014,Annual,Obesity,Alabama,43,32.4,0.89,34.1,30.8
2014,Annual,Obesity,Alaska,23,28.4,-0.3,30.3,26.5
2014,Annual,Obesity,Arizona,17,26.8,-0.77,29.3,24.2
2014,Annual,Obesity,Arkansas,48,34.6,1.54,36.6,32.7
2014,Annual,Obesity,California,4,24.1,-1.57,25.2,23
2014,Annual,Obesity,Colorado,1,21.3,-2,22.2,20.3
2014,Annual,Obesity,Connecticut,8,24.9,-1.34,26.4,23.5
2014,Annual,Obesity,Delaware,37,31,0.47,32.8,29.3
2014,Annual,Obesity,Florida,13,26.4,-0.89,27.4,25.3
2014,Annual,Obesity,Georgia,33,30.3,0.27,31.7,28.9
2014,Annual,Obesity,Hawaii,2,21.8,-2,23.2,20.4
2014,Annual,Obesity,Idaho,27,29.6,0.06,31.4,27.8
2014,Annual,Obesity,Illinois,25,29.4,0,31.1,27.6
2014,Annual,Obesity,Indiana,42,31.8,0.71,33.1,30.6
2014,Annual,Obesity,Iowa,39,31.3,0.56,32.7,29.9
2014,Annual,Obesity,Kansas,31,30,0.18,30.7,29.2
2014,Annual,Obesity,Kentucky,46,33.2,1.13,34.6,31.8
2014,Annual,Obesity,Louisiana,45,33.1,1.1,35.2,31
2014,Annual,Obesity,Maine,24,28.9,-0.15,30.2,27.5
2014,Annual,Obesity,Maryland,22,28.3,-0.33,29.5,27
2014,Annual,Obesity,Massachusetts,3,23.6,-1.72,24.8,22.5
2014,Annual,Obesity,Michigan,40,31.5,0.62,32.6,30.3
2014,Annual,Obesity,Minnesota,10,25.5,-1.16,26.8,24.1
2014,Annual,Obesity,Mississippi,49,35.1,1.69,36.7,33.5
2014,Annual,Obesity,Missouri,34,30.4,0.3,32.1,28.8
2014,Annual,Obesity,Montana,6,24.6,-1.42,25.8,23.4
2014,Annual,Obesity,Nebraska,27,29.6,0.06,30.7,28.4
2014,Annual,Obesity,Nevada,11,26.2,-0.95,28.5,24
2014,Annual,Obesity,New Hampshire,16,26.7,-0.8,28.2,25.2
2014,Annual,Obesity,New Jersey,12,26.3,-0.92,27.5,25.1
2014,Annual,Obesity,New Mexico,13,26.4,-0.89,27.7,25.1
2014,Annual,Obesity,New York,9,25.4,-1.19,26.6,24.2
2014,Annual,Obesity,North Carolina,25,29.4,0,30.7,28
2014,Annual,Obesity,North Dakota,37,31,0.47,32.5,29.5
2014,Annual,Obesity,Ohio,34,30.4,0.3,31.6,29.1
2014,Annual,Obesity,Oklahoma,44,32.5,0.92,33.9,31.1
2014,Annual,Obesity,Oregon,15,26.5,-0.86,28,24.9
2014,Annual,Obesity,Pennsylvania,31,30,0.18,31.2,28.8
2014,Annual,Obesity,Rhode Island,20,27.3,-0.62,28.8,25.8
2014,Annual,Obesity,South Carolina,41,31.7,0.68,33,30.4
2014,Annual,Obesity,South Dakota,30,29.9,0.15,31.7,28
2014,Annual,Obesity,Tennessee,47,33.7,1.28,35.5,31.8
2014,Annual,Obesity,Texas,36,30.9,0.45,32.3,29.5
2014,Annual,Obesity,Utah,4,24.1,-1.57,25.1,23.2
2014,Annual,Obesity,Vermont,7,24.7,-1.39,26.1,23.3
2014,Annual,Obesity,Virginia,18,27.2,-0.65,28.5,25.9
2014,Annual,Obesity,Washington,18,27.2,-0.65,28.3,26
2014,Annual,Obesity,West Virginia,49,35.1,1.69,36.6,33.6
2014,Annual,Obesity,Wisconsin,29,29.8,0.12,31.5,28
2014,Annual,Obesity,Wyoming,21,27.8,-0.47,29.4,26.2
2014,Annual,Obesity,United States,,29.4,,28.6,28
2014,Annual,Obesity,District of Columbia,,22.8,,24.8,20.9
2014,Annual,Obesity - Youth,Alabama,,17.1,,19.9,14.6
2014,Annual,Obesity - Youth,Alaska,,12.4,,14.6,10.5
2014,Annual,Obesity - Youth,Arizona,,10.7,,13.6,8.3
2014,Annual,Obesity - Youth,Arkansas,,17.8,,20.1,15.7
2014,Annual,Obesity - Youth,California,,,,,
2014,Annual,Obesity - Youth,Colorado,,,,,
2014,Annual,Obesity - Youth,Connecticut,,12.3,,14.7,10.2
2014,Annual,Obesity - Youth,Delaware,,14.2,,15.6,12.9
2014,Annual,Obesity - Youth,Florida,,11.6,,12.8,10.5
2014,Annual,Obesity - Youth,Georgia,,12.7,,14.4,11.1
2014,Annual,Obesity - Youth,Hawaii,,13.4,,15.4,11.6
2014,Annual,Obesity - Youth,Idaho,,9.6,,11.1,8.2
2014,Annual,Obesity - Youth,Illinois,,11.5,,13.4,9.8
2014,Annual,Obesity - Youth,Indiana,,,,,
2014,Annual,Obesity - Youth,Iowa,,,,,
2014,Annual,Obesity - Youth,Kansas,,12.6,,14.8,10.6
2014,Annual,Obesity - Youth,Kentucky,,18.0,,20.6,15.7
2014,Annual,Obesity - Youth,Louisiana,,13.5,,16.4,11
2014,Annual,Obesity - Youth,Maine,,11.6,,13.3,10.2
2014,Annual,Obesity - Youth,Maryland,,11.0,,11.4,10.6
2014,Annual,Obesity - Youth,Massachusetts,,10.2,,12.1,8.5
2014,Annual,Obesity - Youth,Michigan,,13.0,,14.9,11.4
2014,Annual,Obesity - Youth,Minnesota,,,,,
2014,Annual,Obesity - Youth,Mississippi,,15.4,,17.9,13.1
2014,Annual,Obesity - Youth,Missouri,,14.9,,17.8,12.3
2014,Annual,Obesity - Youth,Montana,,9.4,,10.5,8.4
2014,Annual,Obesity - Youth,Nebraska,,12.7,,14.8,10.9
2014,Annual,Obesity - Youth,Nevada,,11.4,,13.6,9.6
2014,Annual,Obesity - Youth,New Hampshire,,11.2,,13,9.7
2014,Annual,Obesity - Youth,New Jersey,,8.7,,11.2,6.8
2014,Annual,Obesity - Youth,New Mexico,,12.6,,15.2,10.4
2014,Annual,Obesity - Youth,New York,,10.6,,11.7,9.6
2014,Annual,Obesity - Youth,North Carolina,,12.5,,14.5,10.8
2014,Annual,Obesity - Youth,North Dakota,,13.5,,15.3,11.8
2014,Annual,Obesity - Youth,Ohio,,13.0,,15.5,10.8
2014,Annual,Obesity - Youth,Oklahoma,,11.8,,14,10
2014,Annual,Obesity - Youth,Oregon,,,,,
2014,Annual,Obesity - Youth,Pennsylvania,,,,,
2014,Annual,Obesity - Youth,Rhode Island,,10.7,,12,9.5
2014,Annual,Obesity - Youth,South Carolina,,13.9,,16.5,11.6
2014,Annual,Obesity - Youth,South Dakota,,11.9,,14.4,9.8
2014,Annual,Obesity - Youth,Tennessee,,16.9,,18.8,15.1
2014,Annual,Obesity - Youth,Texas,,15.7,,17.6,13.9
2014,Annual,Obesity - Youth,Utah,,6.4,,8.5,4.8
2014,Annual,Obesity - Youth,Vermont,,13.2,,15.4,11.3
2014,Annual,Obesity - Youth,Virginia,,12.0,,13.4,10.8
2014,Annual,Obesity - Youth,Washington,,,,,
2014,Annual,Obesity - Youth,West Virginia,,15.6,,18,13.5
2014,Annual,Obesity - Youth,Wisconsin,,11.6,,13.9,9.7
2014,Annual,Obesity - Youth,Wyoming,,10.7,,12.2,9.4
2014,Annual,Obesity - Youth,United States,,15.7,,18.1,13.5
2014,Annual,Obesity - Youth,District of Columbia,,14.8,,15.7,14
2014,Annual,Occupational Fatalities,Alaska,42,6.1,1.12,,
2014,Annual,Occupational Fatalities,Alabama,34,5.3,0.73,,
2014,Annual,Occupational Fatalities,United States,,3.8,,,
2014,Annual,Occupational Fatalities,Arkansas,46,7.5,1.79,,
2014,Annual,Occupational Fatalities,Arizona,7,3.2,-0.29,,
2014,Annual,Occupational Fatalities,California,7,3.2,-0.29,,
2014,Annual,Occupational Fatalities,Colorado,21,4.2,0.19,,
2014,Annual,Occupational Fatalities,Connecticut,3,2.8,-0.49,,
2014,Annual,Occupational Fatalities,Delaware,29,4.5,0.34,,
2014,Annual,Occupational Fatalities,Florida,21,4.2,0.19,,
2014,Annual,Occupational Fatalities,Georgia,6,3.1,-0.34,,
2014,Annual,Occupational Fatalities,Hawaii,25,4.4,0.29,,
2014,Annual,Occupational Fatalities,Iowa,39,5.6,0.87,,
2014,Annual,Occupational Fatalities,Idaho,30,4.6,0.39,,
2014,Annual,Occupational Fatalities,Illinois,11,3.7,-0.05,,
2014,Annual,Occupational Fatalities,Indiana,34,5.3,0.73,,
2014,Annual,Occupational Fatalities,Kansas,40,6,1.07,,
2014,Annual,Occupational Fatalities,Kentucky,36,5.4,0.78,,
2014,Annual,Occupational Fatalities,Louisiana,47,8.2,2,,
2014,Annual,Occupational Fatalities,Massachusetts,1,2.2,-0.78,,
2014,Annual,Occupational Fatalities,Maryland,16,3.8,0,,
2014,Annual,Occupational Fatalities,Maine,11,3.7,-0.05,,
